agency_cd,site_no,datetime,tz_cd,89062_00060,89062_00060_cd,89063_00065,89063_00065_cd
USGS,02085070,2022-11-18 10:00,EST,9.71,P,1.60,P
USGS,02085070,2022-11-18 10:05,EST,9.71,P,1.60,P
USGS,02085070,2022-11-18 10:10,EST,9.71,P,1.60,P
USGS,02085070,2022-11-18 10:15,EST,9.71,P,1.60,P
USGS,02085070,2022-11-18 10:20,EST,9.71,P,1.60,P
USGS,02085070,2022-11-18 10:25,EST,9.71,P,1.60,P
USGS,02085070,2022-11-18 10:30,EST,9.71,P,1.60,P
USGS,02085070,2022-11-18 10:35,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 10:40,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 10:45,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 10:50,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 10:55,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 11:00,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 11:05,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 11:10,EST,9.71,P,1.60,P
USGS,02085070,2022-11-18 11:15,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 11:20,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 11:25,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 11:30,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 11:35,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 11:40,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 11:45,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 11:50,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 11:55,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 12:00,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 12:05,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 12:10,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 12:15,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 12:20,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 12:25,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 12:30,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 12:35,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 12:40,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 12:45,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 12:50,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 12:55,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 13:00,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 13:05,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 13:10,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 13:15,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 13:20,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 13:25,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 13:30,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 13:35,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 13:40,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 13:45,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 13:50,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 13:55,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 14:00,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 14:05,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 14:10,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 14:15,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 14:20,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 14:25,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 14:30,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 14:35,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 14:40,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 14:45,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 14:50,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 14:55,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 15:00,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 15:05,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 15:10,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 15:15,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 15:20,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 15:25,EST,9.45,P,1.59,P
USGS,02085070,2022-11-18 15:30,EST,9.20,P,1.58,P
USGS,02085070,2022-11-18 15:35,EST,9.20,P,1.58,P
USGS,02085070,2022-11-18 15:40,EST,9.20,P,1.58,P
USGS,02085070,2022-11-18 15:45,EST,9.20,P,1.58,P
USGS,02085070,2022-11-18 15:50,EST,9.20,P,1.58,P
USGS,02085070,2022-11-18 15:55,EST,9.20,P,1.58,P
USGS,02085070,2022-11-18 16:00,EST,9.20,P,1.58,P
USGS,02085070,2022-11-18 16:05,EST,9.20,P,1.58,P
USGS,02085070,2022-11-18 16:10,EST,9.20,P,1.58,P
USGS,02085070,2022-11-18 16:15,EST,9.20,P,1.58,P
USGS,02085070,2022-11-18 16:20,EST,9.20,P,1.58,P
USGS,02085070,2022-11-18 16:25,EST,9.20,P,1.58,P
USGS,02085070,2022-11-18 16:30,EST,9.20,P,1.58,P
USGS,02085070,2022-11-18 16:35,EST,9.20,P,1.58,P
USGS,02085070,2022-11-18 16:40,EST,9.20,P,1.58,P
